,trial,set,rel,t1,t2,p1,p2,list,prime,target,target.len,target.freq,response,time,participant,list,item
20361,202,m,u,u,t041,u,p041,l2,hint,passport,8,1048,word,580,8,4,ut041
,,,,,,,,,,,,,,,,,
20362,203,m,n,n,t130,n,p130,l2,corn,philitary,9,,nonword,427,8,4,nt130
,,,,,,,,,,,,,,,,,
20363,204,m,n,n,t170,n,p170,l2,warrant,mumid,5,,nonword,574,8,4,nt170
,,,,,,,,,,,,,,,,,
20364,205,m,u,u,t085,u,p085,l2,spa,garbage,7,278,word,606,8,4,ut085
,,,,,,,,,,,,,,,,,
20365,206,m,u,m,p010,m,t009,l2,sailor,lambs,5,3,nonword,554,8,4,mp010
,,,,,,,,,,,,,,,,,
20366,207,m,u,u,t032,u,p032,l2,departure,cat,3,5395,word,414,8,4,ut032
,,,,,,,,,,,,,,,,,
20367,208,m,u,m,p043,m,t042,l2,secretary,leftovers,9,58,nonword,615,8,4,mp043
,,,,,,,,,,,,,,,,,
20368,209,m,n,n,t169,n,p169,l2,purse,fugari,6,,nonword,535,8,4,nt169
,,,,,,,,,,,,,,,,,
20369,210,m,n,n,t064,n,p064,l2,mushroom,gleard,6,,nonword,529,8,4,nt064
,,,,,,,,,,,,,,,,,
20370,211,m,u,m,p026,m,t025,l2,scholar,class,5,23863,word,444,8,4,mp026
,,,,,,,,,,,,,,,,,
20371,212,m,u,u,t086,u,p086,l2,pit,impulse,7,1117,word,635,8,4,ut086
,,,,,,,,,,,,,,,,,
20372,213,m,n,n,t174,n,p174,l2,tooth,wetition,8,,nonword,562,8,4,nt174
,,,,,,,,,,,,,,,,,
20373,214,m,n,n,t148,n,p148,l2,beachball,tesephone,9,,nonword,756,8,4,nt148
,,,,,,,,,,,,,,,,,
20374,215,m,u,m,p008,m,t007,l2,nanny,article,7,9523,word,518,8,4,mp008
,,,,,,,,,,,,,,,,,
20375,216,m,u,u,t088,u,p088,l2,rain,viewpoint,9,1156,word,690,8,4,ut088
,,,,,,,,,,,,,,,,,
20376,217,m,u,u,t087,u,p087,l2,scarf,passion,7,2463,word,645,8,4,ut087
,,,,,,,,,,,,,,,,,
20377,218,m,u,u,t071,u,p071,l2,caribou,dignity,7,1276,word,703,8,4,ut071
,,,,,,,,,,,,,,,,,
20378,219,m,u,m,p032,m,t031,l2,carpenter,frisbee,7,27,word,1308,8,4,mp032
,,,,,,,,,,,,,,,,,
20379,220,m,n,n,t135,n,p135,l2,flamingo,grend,5,,nonword,648,8,4,nt135
,,,,,,,,,,,,,,,,,
20380,221,m,u,m,p011,m,t010,l2,contortionist,rope,4,2073,word,572,8,4,mp011
,,,,,,,,,,,,,,,,,
20381,222,m,u,m,p020,m,t019,l2,fugitive,radio,5,9036,word,493,8,4,mp020
,,,,,,,,,,,,,,,,,
20382,223,m,n,n,t036,n,p036,l2,goat,creighth,8,,nonword,585,8,4,nt036
,,,,,,,,,,,,,,,,,
20383,224,m,u,u,t092,u,p092,l2,baby,attitude,8,10619,word,463,8,4,ut092
,,,,,,,,,,,,,,,,,
20384,225,m,n,n,t082,n,p082,l2,block,gettlerp,8,,nonword,517,8,4,nt082
,,,,,,,,,,,,,,,,,
20385,226,m,n,n,t049,n,p049,l2,cod,merod,5,,nonword,566,8,4,nt049
,,,,,,,,,,,,,,,,,
20386,227,m,n,n,t030,n,p030,l2,nail,lenetrode,9,,nonword,557,8,4,nt030
,,,,,,,,,,,,,,,,,
20387,228,m,n,n,t095,n,p095,l2,bulb,boarger,7,,nonword,641,8,4,nt095
,,,,,,,,,,,,,,,,,
20388,229,m,r,m,p056,m,t056,l2,batter,base,4,19201,word,524,8,4,mp056
,,,,,,,,,,,,,,,,,
20389,230,m,n,n,t129,n,p129,l2,cotton,vortress,8,,nonword,528,8,4,nt129
,,,,,,,,,,,,,,,,,
20390,231,m,r,m,p045,m,t045,l2,craftsman,furniture,9,3457,word,460,8,4,mp045
,,,,,,,,,,,,,,,,,
20391,232,m,n,n,t140,n,p140,l2,drapes,trellock,8,,nonword,503,8,4,nt140
,,,,,,,,,,,,,,,,,
20392,233,m,n,n,t027,n,p027,l2,stone,mimo,4,,nonword,476,8,4,nt027
,,,,,,,,,,,,,,,,,
20393,234,m,r,m,p083,m,t083,l2,athlete,game,4,20624,word,538,8,4,mp083
,,,,,,,,,,,,,,,,,
20394,235,m,u,u,t072,u,p072,l2,settlement,joy,3,3121,word,468,8,4,ut072
,,,,,,,,,,,,,,,,,
20395,236,m,n,n,t096,n,p096,l2,banner,clection,8,,nonword,721,8,4,nt096
,,,,,,,,,,,,,,,,,
20396,237,m,n,n,t076,n,p076,l2,axle,nenployment,11,,nonword,689,8,4,nt076
,,,,,,,,,,,,,,,,,
20397,238,m,u,u,t047,u,p047,l2,liquid,success,7,14175,word,463,8,4,ut047
,,,,,,,,,,,,,,,,,
20398,239,m,u,u,t083,u,p083,l2,earth,peddler,7,13,word,482,8,4,ut083
,,,,,,,,,,,,,,,,,
20399,240,m,u,u,t099,u,p099,l2,spade,socks,5,1166,word,534,8,4,ut099
,,,,,,,,,,,,,,,,,
20400,241,m,u,u,t040,u,p040,l2,gym,liquor,6,588,word,414,8,4,ut040
,,,,,,,,,,,,,,,,,
20401,242,m,u,u,t095,u,p095,l2,salon,cage,4,1296,word,482,8,4,ut095
,,,,,,,,,,,,,,,,,
20402,243,m,n,n,t092,n,p092,l2,tray,feap,4,,nonword,499,8,4,nt092
,,,,,,,,,,,,,,,,,
20403,244,m,n,n,t087,n,p087,l2,weasel,relerend,8,,nonword,492,8,4,nt087
,,,,,,,,,,,,,,,,,
20404,245,m,n,n,t113,n,p113,l2,worship,lish,4,,nonword,718,8,4,nt113
,,,,,,,,,,,,,,,,,
20405,246,m,u,u,t051,u,p051,l2,cookie,ballgame,8,4,word,562,8,4,ut051
,,,,,,,,,,,,,,,,,
20406,247,m,u,u,t075,u,p075,l2,couch,status,6,9196,word,459,8,4,ut075
,,,,,,,,,,,,,,,,,
20407,248,m,u,u,t081,u,p081,l2,kingdom,submarine,9,744,nonword,513,8,4,ut081
,,,,,,,,,,,,,,,,,
20408,249,m,n,n,t112,n,p112,l2,hook,clert,5,,nonword,772,8,4,nt112
,,,,,,,,,,,,,,,,,
20409,250,m,u,m,p015,m,t014,l2,technician,story,5,17882,word,579,8,4,mp015
,,,,,,,,,,,,,,,,,
20410,251,m,n,n,t114,n,p114,l2,wealth,gredins,7,,nonword,514,8,4,nt114
,,,,,,,,,,,,,,,,,
20411,252,m,u,m,p034,m,t033,l2,moviemaker,rifle,5,983,word,970,8,4,mp034
,,,,,,,,,,,,,,,,,
20412,253,m,n,n,t187,n,p187,l2,pheasant,naise,5,,nonword,602,8,4,nt187
,,,,,,,,,,,,,,,,,
20413,254,m,n,n,t124,n,p124,l2,zeal,noredom,7,,nonword,598,8,4,nt124
,,,,,,,,,,,,,,,,,
20414,255,m,u,m,p033,m,t032,l2,marine,saw,3,657,word,477,8,4,mp033
,,,,,,,,,,,,,,,,,
20415,256,m,u,u,t065,u,p065,l2,comfort,future,6,15382,word,548,8,4,ut065
,,,,,,,,,,,,,,,,,
20416,257,m,u,m,p022,m,t021,l2,farmer,turkey,6,2201,word,643,8,4,mp022
,,,,,,,,,,,,,,,,,
20417,258,m,n,n,t159,n,p159,l2,thumb,saquest,7,,nonword,464,8,4,nt159
,,,,,,,,,,,,,,,,,
20418,259,m,n,n,t190,n,p190,l2,bridge,ornalence,9,,nonword,534,8,4,nt190
,,,,,,,,,,,,,,,,,
20419,260,m,r,m,p070,m,t070,l2,parent,kid,3,5745,word,666,8,4,mp070
,,,,,,,,,,,,,,,,,
20420,261,m,u,m,p027,m,t026,l2,toymaker,concept,7,8995,word,781,8,4,mp027
,,,,,,,,,,,,,,,,,
20421,262,m,n,n,t062,n,p062,l2,moth,larb,4,,word,497,8,4,nt062
,,,,,,,,,,,,,,,,,
20422,263,m,u,m,p023,m,t022,l2,photographer,truck,5,1738,word,676,8,4,mp023
,,,,,,,,,,,,,,,,,
20423,264,m,n,n,t063,n,p063,l2,olive,lourse,6,,nonword,638,8,4,nt063
,,,,,,,,,,,,,,,,,
20424,265,m,u,u,t100,u,p100,l2,reunion,thought,7,13383,word,585,8,4,ut100
,,,,,,,,,,,,,,,,,
20425,266,m,u,u,t067,u,p067,l2,appointment,bone,4,4555,word,618,8,4,ut067
,,,,,,,,,,,,,,,,,
20426,267,m,u,u,t049,u,p049,l2,storage,menu,4,1999,word,470,8,4,ut049
,,,,,,,,,,,,,,,,,
20427,268,m,u,u,t027,u,p027,l2,drum,description,11,6527,word,577,8,4,ut027
,,,,,,,,,,,,,,,,,
20428,269,m,u,u,t054,u,p054,l2,tongue,candle,6,1526,word,595,8,4,ut054
,,,,,,,,,,,,,,,,,
20429,270,m,n,n,t192,n,p192,l2,cigarette,pasdy,5,,nonword,608,8,4,nt192
,,,,,,,,,,,,,,,,,
20430,271,m,u,u,t037,u,p037,l2,dial,outlook,7,1220,word,597,8,4,ut037
,,,,,,,,,,,,,,,,,
20431,272,m,r,m,p054,m,t054,l2,immigrant,document,8,9349,word,550,8,4,mp054
,,,,,,,,,,,,,,,,,
20432,273,m,n,n,t021,n,p021,l2,version,zisle,5,,nonword,787,8,4,nt021
,,,,,,,,,,,,,,,,,
20433,274,m,n,n,t041,n,p041,l2,necklace,disjace,7,,nonword,666,8,4,nt041
,,,,,,,,,,,,,,,,,
20434,275,m,u,m,p040,m,t039,l2,gardener,symphony,8,976,word,629,8,4,mp040
,,,,,,,,,,,,,,,,,
20435,276,m,n,n,t131,n,p131,l2,sedan,bove,4,,nonword,598,8,4,nt131
,,,,,,,,,,,,,,,,,
20436,277,m,r,m,p076,m,t076,l2,criminal,money,5,36705,word,437,8,4,mp076
,,,,,,,,,,,,,,,,,
20437,278,m,n,n,t035,n,p035,l2,dustpan,jeizure,7,,nonword,702,8,4,nt035
,,,,,,,,,,,,,,,,,
20438,279,m,u,u,t076,u,p076,l2,recess,honesty,7,701,word,499,8,4,ut076
,,,,,,,,,,,,,,,,,
20439,280,m,u,u,t078,u,p078,l2,drill,psychologist,12,1380,word,549,8,4,ut078
,,,,,,,,,,,,,,,,,
20440,281,m,u,m,p001,m,t000,l2,baker,scene,5,8626,word,601,8,4,mp001
,,,,,,,,,,,,,,,,,
20441,282,m,n,n,t069,n,p069,l2,pickle,spingle,7,,nonword,761,8,4,nt069
,,,,,,,,,,,,,,,,,
20442,283,m,n,n,t147,n,p147,l2,pin,vub,3,,nonword,532,8,4,nt147
,,,,,,,,,,,,,,,,,
20443,284,m,n,n,t046,n,p046,l2,skate,dird,4,,nonword,598,8,4,nt046
,,,,,,,,,,,,,,,,,
20444,285,m,n,n,t044,n,p044,l2,lumber,decall,6,,nonword,577,8,4,nt044
,,,,,,,,,,,,,,,,,
20445,286,m,u,m,p041,m,t040,l2,patient,rose,4,6432,word,522,8,4,mp041
,,,,,,,,,,,,,,,,,
20446,287,m,u,m,p006,m,t005,l2,grandfather,troop,5,5269,word,488,8,4,mp006
,,,,,,,,,,,,,,,,,
20447,288,m,r,m,p052,m,t052,l2,shopper,dollar,6,3639,word,432,8,4,mp052
,,,,,,,,,,,,,,,,,
20448,289,m,n,n,t045,n,p045,l2,strap,gulb,4,,nonword,456,8,4,nt045
,,,,,,,,,,,,,,,,,
20449,290,m,n,n,t167,n,p167,l2,bear,worpse,6,,nonword,559,8,4,nt167
,,,,,,,,,,,,,,,,,
20450,291,m,n,n,t022,n,p022,l2,mirror,smair,5,,word,545,8,4,nt022
,,,,,,,,,,,,,,,,,
20451,292,m,u,u,t074,u,p074,l2,dirt,greed,5,487,nonword,557,8,4,ut074
,,,,,,,,,,,,,,,,,
20452,293,m,n,n,t080,n,p080,l2,cherry,hoost,5,,nonword,737,8,4,nt080
,,,,,,,,,,,,,,,,,
20453,294,m,u,m,p025,m,t024,l2,student,question,8,38185,word,803,8,4,mp025
,,,,,,,,,,,,,,,,,
20454,295,m,n,n,t060,n,p060,l2,prison,shamdoo,7,,nonword,523,8,4,nt060
,,,,,,,,,,,,,,,,,
20455,296,m,u,m,p000,m,t043,l2,investigator,letter,6,21025,word,580,8,4,mp000
,,,,,,,,,,,,,,,,,
20456,297,m,n,n,t179,n,p179,l2,cactus,troom,5,,nonword,537,8,4,nt179
,,,,,,,,,,,,,,,,,
20457,298,m,u,u,t029,u,p029,l2,saddle,apathy,6,275,nonword,594,8,4,ut029
,,,,,,,,,,,,,,,,,
20458,299,m,u,u,t022,u,p022,l2,tree,mood,4,3536,word,601,8,4,ut022
,,,,,,,,,,,,,,,,,
20459,300,m,n,n,t065,n,p065,l2,photocopier,ultihurk,8,,nonword,611,8,4,nt065
,,,,,,,,,,,,,,,,,
20460,301,m,r,m,p086,m,t086,l2,pothead,joint,5,6423,word,530,8,4,mp086
,,,,,,,,,,,,,,,,,
20461,302,m,n,n,t195,n,p195,l2,tripod,thraughter,10,,nonword,678,8,4,nt195
,,,,,,,,,,,,,,,,,
20462,303,m,r,m,p062,m,t062,l2,metalworker,weapon,6,5858,word,466,8,4,mp062
,,,,,,,,,,,,,,,,,
20463,304,m,u,u,t101,u,p101,l2,wallet,disappointment,14,1644,word,508,8,4,ut101
,,,,,,,,,,,,,,,,,
20464,305,m,n,n,t132,n,p132,l2,bathtub,bintert,7,,nonword,547,8,4,nt132
,,,,,,,,,,,,,,,,,
20465,306,m,r,m,p085,m,t085,l2,gossip,news,4,14174,word,399,8,4,mp085
,,,,,,,,,,,,,,,,,
20466,307,m,n,n,t164,n,p164,l2,harness,lipperdom,9,,nonword,601,8,4,nt164
,,,,,,,,,,,,,,,,,
20467,308,m,n,n,t145,n,p145,l2,crab,smalse,6,,nonword,479,8,4,nt145
,,,,,,,,,,,,,,,,,
20468,309,m,n,n,t081,n,p081,l2,birch,janer,5,,nonword,702,8,4,nt081
,,,,,,,,,,,,,,,,,
20469,310,m,n,n,t099,n,p099,l2,hammer,cammern,7,,nonword,621,8,4,nt099
,,,,,,,,,,,,,,,,,
20470,311,m,u,u,t044,u,p044,l2,leopard,kindness,8,706,word,555,8,4,ut044
,,,,,,,,,,,,,,,,,
20471,312,m,u,m,p042,m,t041,l2,housekeeper,form,4,36148,word,1117,8,4,mp042
,,,,,,,,,,,,,,,,,
20472,313,m,u,u,t094,u,p094,l2,hat,despair,7,1260,word,565,8,4,ut094
,,,,,,,,,,,,,,,,,
20473,314,m,n,n,t193,n,p193,l2,cabinet,tarsie,6,,nonword,681,8,4,nt193
,,,,,,,,,,,,,,,,,
20474,315,m,u,m,p005,m,t004,l2,general,butter,6,2064,word,411,8,4,mp005
,,,,,,,,,,,,,,,,,
20475,316,m,u,u,t023,u,p023,l2,muffin,fiction,7,2071,word,428,8,4,ut023
,,,,,,,,,,,,,,,,,
20476,317,m,n,n,t101,n,p101,l2,cave,glite,5,,nonword,629,8,4,nt101
,,,,,,,,,,,,,,,,,
20477,318,m,n,n,t138,n,p138,l2,gland,rixy,4,,nonword,533,8,4,nt138
,,,,,,,,,,,,,,,,,
20478,319,m,u,u,t018,u,p018,l2,outfit,encouragement,13,1476,word,605,8,4,ut018
,,,,,,,,,,,,,,,,,
20479,320,m,n,n,t102,n,p102,l2,veil,sebu,4,,nonword,561,8,4,nt102
,,,,,,,,,,,,,,,,,
20480,321,m,n,n,t086,n,p086,l2,helicopter,nube,4,,nonword,571,8,4,nt086
,,,,,,,,,,,,,,,,,
20481,322,m,n,n,t189,n,p189,l2,ashtray,camern,6,,word,528,8,4,nt189
,,,,,,,,,,,,,,,,,
20482,323,m,n,n,t077,n,p077,l2,razor,yine,4,,nonword,746,8,4,nt077
,,,,,,,,,,,,,,,,,
20483,324,m,n,n,t128,n,p128,l2,towel,crencil,7,,nonword,685,8,4,nt128
,,,,,,,,,,,,,,,,,
20484,325,m,u,u,t063,u,p063,l2,stable,election,8,15615,word,471,8,4,ut063
,,,,,,,,,,,,,,,,,
20485,326,m,n,n,t023,n,p023,l2,shawl,kurst,5,,nonword,492,8,4,nt023
,,,,,,,,,,,,,,,,,
20486,327,m,r,m,p053,m,t053,l2,student,hand,4,50279,word,445,8,4,mp053
,,,,,,,,,,,,,,,,,
20487,328,m,n,n,t031,n,p031,l2,starling,slote,5,,nonword,625,8,4,nt031
,,,,,,,,,,,,,,,,,
20488,329,m,u,m,p039,m,t038,l2,musician,speech,6,8719,word,581,8,4,mp039
,,,,,,,,,,,,,,,,,
20489,330,m,u,m,p024,m,t023,l2,candidate,film,4,13428,word,560,8,4,mp024
,,,,,,,,,,,,,,,,,
20490,331,m,n,n,t073,n,p073,l2,carburetor,subsetunt,9,,nonword,384,8,4,nt073
,,,,,,,,,,,,,,,,,
20491,332,m,r,m,p073,m,t073,l2,scientist,results,7,33206,word,882,8,4,mp073
,,,,,,,,,,,,,,,,,
20492,333,m,n,n,t098,n,p098,l2,lemon,tofic,5,,nonword,475,8,4,nt098
,,,,,,,,,,,,,,,,,
20493,334,m,u,u,t045,u,p045,l2,amount,table,5,22131,word,507,8,4,ut045
,,,,,,,,,,,,,,,,,
20494,335,m,n,n,t175,n,p175,l2,canal,stirth,6,,nonword,609,8,4,nt175
,,,,,,,,,,,,,,,,,
20495,336,m,r,m,p055,m,t055,l2,guide,tourist,7,3456,word,566,8,4,mp055
,,,,,,,,,,,,,,,,,
20496,337,m,n,n,t168,n,p168,l2,bluejay,reast,5,,nonword,741,8,4,nt168
,,,,,,,,,,,,,,,,,
20497,338,m,u,m,p038,m,t037,l2,politician,cable,5,2459,word,433,8,4,mp038
,,,,,,,,,,,,,,,,,
20498,339,m,u,m,p009,m,t008,l2,shepherd,diaper,6,41,word,536,8,4,mp009
,,,,,,,,,,,,,,,,,
20499,340,m,n,n,t188,n,p188,l2,cane,gwelling,8,,nonword,447,8,4,nt188
,,,,,,,,,,,,,,,,,
20500,341,m,n,n,t100,n,p100,l2,swimsuit,jallen,6,,nonword,768,8,4,nt100
,,,,,,,,,,,,,,,,,
20501,342,m,n,n,t186,n,p186,l2,wreath,veggi,5,,nonword,527,8,4,nt186
,,,,,,,,,,,,,,,,,
20502,343,m,u,u,t031,u,p031,l2,elevator,turmoil,7,530,nonword,658,8,4,ut031
,,,,,,,,,,,,,,,,,
20503,344,m,n,n,t038,n,p038,l2,rhinoceros,founte,6,,nonword,577,8,4,nt038
,,,,,,,,,,,,,,,,,
20504,345,m,u,u,t025,u,p025,l2,shrub,core,4,3570,word,571,8,4,ut025
,,,,,,,,,,,,,,,,,
20505,346,m,n,n,t067,n,p067,l2,source,dench,5,,nonword,734,8,4,nt067
,,,,,,,,,,,,,,,,,
20506,347,m,u,u,t091,u,p091,l2,engineer,violin,6,691,word,551,8,4,ut091
,,,,,,,,,,,,,,,,,
20507,348,m,n,n,t143,n,p143,l2,dean,hettler,7,,nonword,790,8,4,nt143
,,,,,,,,,,,,,,,,,
20508,349,m,n,n,t079,n,p079,l2,hornet,gerse,5,,word,435,8,4,nt079
,,,,,,,,,,,,,,,,,
20509,350,m,n,n,t173,n,p173,l2,counter,drace,5,,word,458,8,4,nt173
,,,,,,,,,,,,,,,,,
20510,351,m,n,n,t194,n,p194,l2,jackel,yeck,4,,nonword,874,8,4,nt194
,,,,,,,,,,,,,,,,,
20511,352,m,r,m,p071,m,t071,l2,librarian,shelf,5,2536,word,487,8,4,mp071
,,,,,,,,,,,,,,,,,
20512,353,m,r,m,p072,m,t072,l2,suspect,accomplice,10,262,word,655,8,4,mp072
,,,,,,,,,,,,,,,,,
20513,354,s,u,u,t129,u,p129,l2,chief,piety,5,246,word,889,8,4,ut129
,,,,,,,,,,,,,,,,,
20514,355,s,n,n,t234,n,p234,l2,refinery,stience,7,,nonword,831,8,4,nt234
,,,,,,,,,,,,,,,,,
20515,356,s,n,n,t201,n,p201,l2,toad,staddant,8,,nonword,751,8,4,nt201
,,,,,,,,,,,,,,,,,
20516,357,s,u,s,t1,s,p3,l2,finch,jar,3,1003,word,555,8,4,st1
,,,,,,,,,,,,,,,,,
20517,358,s,n,n,t239,n,p239,l2,cord,choll,5,,nonword,904,8,4,nt239
,,,,,,,,,,,,,,,,,
20518,359,s,n,n,t242,n,p242,l2,bracelet,jepair,6,,nonword,694,8,4,nt242
,,,,,,,,,,,,,,,,,
20519,360,s,n,n,t220,n,p220,l2,bedroom,weem,4,,nonword,620,8,4,nt220
,,,,,,,,,,,,,,,,,
20520,361,s,r,s,t28,s,p28,l2,mat,carpet,6,3186,word,382,8,4,st28
,,,,,,,,,,,,,,,,,
20521,362,s,n,n,t244,n,p244,l2,recommendation,blurvival,9,,nonword,561,8,4,nt244
,,,,,,,,,,,,,,,,,
20522,363,s,u,u,t110,u,p110,l2,unrest,reflection,10,2430,word,439,8,4,ut110
,,,,,,,,,,,,,,,,,
20523,364,s,u,u,t133,u,p133,l2,nightmare,direction,9,10662,word,492,8,4,ut133
,,,,,,,,,,,,,,,,,
20524,365,s,n,n,t259,n,p259,l2,robe,chistribution,13,,nonword,665,8,4,nt259
,,,,,,,,,,,,,,,,,
20525,366,s,n,n,t251,n,p251,l2,library,weast,5,,nonword,612,8,4,nt251
,,,,,,,,,,,,,,,,,
20526,367,s,u,u,t134,u,p134,l2,chauffeur,sand,4,3356,word,819,8,4,ut134
,,,,,,,,,,,,,,,,,
20527,368,s,n,n,t221,n,p221,l2,stapler,stronth,7,,nonword,643,8,4,nt221
,,,,,,,,,,,,,,,,,
20528,369,s,u,u,t107,u,p107,l2,plague,urge,4,3871,word,520,8,4,ut107
,,,,,,,,,,,,,,,,,
20529,370,s,u,s,t6,s,p14,l2,microwave,prune,5,260,word,805,8,4,st6
,,,,,,,,,,,,,,,,,
20530,371,s,u,s,t5,s,p15,l2,closet,pineapple,9,326,word,546,8,4,st5
,,,,,,,,,,,,,,,,,
20531,372,s,n,n,t206,n,p206,l2,candy,plick,5,,nonword,557,8,4,nt206
,,,,,,,,,,,,,,,,,
20532,373,s,n,n,t243,n,p243,l2,tour,snurrent,8,,nonword,707,8,4,nt243
,,,,,,,,,,,,,,,,,
20533,374,s,u,s,t9,s,p11,l2,sword,pencil,6,1370,word,449,8,4,st9
,,,,,,,,,,,,,,,,,
20534,375,s,n,n,t225,n,p225,l2,toy,belf,4,,nonword,610,8,4,nt225
,,,,,,,,,,,,,,,,,
20535,376,s,r,s,t18,s,p18,l2,eagle,hawk,4,548,word,515,8,4,st18
,,,,,,,,,,,,,,,,,
20536,377,s,n,n,t209,n,p209,l2,satin,camind,6,,nonword,1097,8,4,nt209
,,,,,,,,,,,,,,,,,
20537,378,s,r,s,t30,s,p30,l2,cushion,pillow,6,1033,word,379,8,4,st30
,,,,,,,,,,,,,,,,,
20538,379,s,u,u,t113,u,p113,l2,knife,influence,9,9275,word,513,8,4,ut113
,,,,,,,,,,,,,,,,,
20539,380,s,u,s,t12,s,p8,l2,tie,bomb,4,3795,word,425,8,4,st12
,,,,,,,,,,,,,,,,,
20540,381,s,u,s,t7,s,p13,l2,bus,shovel,6,255,word,394,8,4,st7
,,,,,,,,,,,,,,,,,
20541,382,s,n,n,t197,n,p197,l2,padlock,binter,6,,nonword,603,8,4,nt197
,,,,,,,,,,,,,,,,,
20542,383,s,u,u,t126,u,p126,l2,bout,appeal,6,10638,word,801,8,4,ut126
,,,,,,,,,,,,,,,,,
20543,384,s,u,s,t2,s,p16,l2,lamp,dolphin,7,1602,word,648,8,4,st2
,,,,,,,,,,,,,,,,,
20544,385,s,r,s,t29,s,p29,l2,yacht,ship,4,6772,word,588,8,4,st29
,,,,,,,,,,,,,,,,,
20545,386,s,n,n,t199,n,p199,l2,field,halbe,5,,nonword,581,8,4,nt199
,,,,,,,,,,,,,,,,,
20546,387,s,u,u,t121,u,p121,l2,hunter,baggage,7,460,word,544,8,4,ut121
,,,,,,,,,,,,,,,,,
20547,388,s,r,s,t26,s,p26,l2,slippers,sandals,7,306,word,436,8,4,st26
,,,,,,,,,,,,,,,,,
20548,389,s,n,n,t213,n,p213,l2,peg,onterval,8,,nonword,639,8,4,nt213
,,,,,,,,,,,,,,,,,
20549,390,s,n,n,t245,n,p245,l2,mixer,frast,5,,nonword,756,8,4,nt245
,,,,,,,,,,,,,,,,,
20550,391,s,n,n,t224,n,p224,l2,pot,moax,4,,nonword,562,8,4,nt224
,,,,,,,,,,,,,,,,,
20551,392,s,u,u,t112,u,p112,l2,doctor,cruelty,7,789,word,629,8,4,ut112
,,,,,,,,,,,,,,,,,
20552,393,s,n,n,t228,n,p228,l2,connector,ibstin,6,,nonword,580,8,4,nt228
,,,,,,,,,,,,,,,,,
20553,394,s,u,s,t13,s,p7,l2,hoe,subway,6,161,word,662,8,4,st13
,,,,,,,,,,,,,,,,,
20554,395,s,u,u,t119,u,p119,l2,boot,orphan,6,384,word,456,8,4,ut119
,,,,,,,,,,,,,,,,,
20555,396,s,n,n,t258,n,p258,l2,rock,cailb,5,,nonword,574,8,4,nt258
,,,,,,,,,,,,,,,,,
20556,397,s,r,s,t17,s,p17,l2,slingshot,catapult,8,188,word,815,8,4,st17
,,,,,,,,,,,,,,,,,
20557,398,s,u,u,t127,u,p127,l2,kitten,freedom,7,6292,word,552,8,4,ut127
,,,,,,,,,,,,,,,,,
20558,399,s,u,u,t106,u,p106,l2,princess,bypass,6,587,word,741,8,4,ut106
,,,,,,,,,,,,,,,,,
20559,400,s,n,n,t255,n,p255,l2,firewood,fammer,6,,nonword,783,8,4,nt255
,,,,,,,,,,,,,,,,,
20560,401,s,n,n,t219,n,p219,l2,route,hef,3,,nonword,694,8,4,nt219
,,,,,,,,,,,,,,,,,
20561,402,s,n,n,t236,n,p236,l2,chain,moblin,6,,nonword,655,8,4,nt236
,,,,,,,,,,,,,,,,,
20562,403,s,u,u,t131,u,p131,l2,clock,hatred,6,1034,word,596,8,4,ut131
,,,,,,,,,,,,,,,,,
20563,404,s,u,u,t117,u,p117,l2,restaurant,tractor,7,709,word,568,8,4,ut117
,,,,,,,,,,,,,,,,,
20564,405,s,n,n,t208,n,p208,l2,garage,dafe,4,,nonword,616,8,4,nt208
,,,,,,,,,,,,,,,,,
20565,406,s,n,n,t241,n,p241,l2,skunk,baint,5,,nonword,823,8,4,nt241
,,,,,,,,,,,,,,,,,
20566,407,s,u,u,t118,u,p118,l2,conquest,discrepancy,11,651,word,713,8,4,ut118
,,,,,,,,,,,,,,,,,
20567,408,s,n,n,t249,n,p249,l2,acorn,kround,6,,nonword,534,8,4,nt249
,,,,,,,,,,,,,,,,,
20568,409,s,n,n,t237,n,p237,l2,lily,bloraq,6,,nonword,566,8,4,nt237
,,,,,,,,,,,,,,,,,
20569,410,s,u,u,t122,u,p122,l2,warehouse,misery,6,1288,word,576,8,4,ut122
,,,,,,,,,,,,,,,,,
20570,411,s,n,n,t214,n,p214,l2,accordion,gloudburst,10,,nonword,672,8,4,nt214
,,,,,,,,,,,,,,,,,
20571,412,s,u,u,t124,u,p124,l2,turtle,envy,4,489,word,463,8,4,ut124
,,,,,,,,,,,,,,,,,
20572,413,s,u,u,t120,u,p120,l2,keyhole,gangster,8,236,word,491,8,4,ut120
,,,,,,,,,,,,,,,,,
20573,414,s,n,n,t253,n,p253,l2,garden,gwedink,7,,nonword,575,8,4,nt253
,,,,,,,,,,,,,,,,,
20574,415,s,u,u,t132,u,p132,l2,tea,existence,9,6506,word,496,8,4,ut132
,,,,,,,,,,,,,,,,,
20575,416,s,u,u,t130,u,p130,l2,sea,president,9,17036,word,525,8,4,ut130
,,,,,,,,,,,,,,,,,
20576,417,s,u,s,t15,s,p5,l2,coconut,dresser,7,318,word,936,8,4,st15
,,,,,,,,,,,,,,,,,
20577,418,s,r,s,t22,s,p22,l2,pumpkin,squash,6,547,word,573,8,4,st22
,,,,,,,,,,,,,,,,,
